Address,SubArea,Price,DaysOnMarket,Bedrooms,Bathrooms,FloorArea,YearBuilt,Age,Locker,Parking,MaintenanceFees,SalePricePerSquareFoot,List Price,Sold Price,Sold Date,View,VwSpecify,ValueOfView,ValueOfSubArea,Sold Timestamp
608 1288 W GEORGIA STREET,VVWWE,490000,18.0,2.0,2.0,823.0,1998.0,16,1.0,1.0,4.4003,5.9538,49.993,49.0,2014-10-10,No,,-1.0,3.0,1412899200.0
204 1924 COMOX STREET,VVWWE,490000,12.0,1.0,1.0,844.0,1988.0,26,1.0,0.0,3.52,5.805700000000001,49.99,49.0,2014-08-06,,,0.0,3.0,1407283200.0
2706 602 CITADEL PARADE,VVWDT,490000,121.0,2.0,1.0,816.0,2007.0,10,0.0,1.0,3.6814,6.0049,49.99,49.0,2014-08-07,Yes,"MOUNTAIN, WATER & CITY",2.0,2.0,1407369600.0
1002 1325 ROLSTON STREET,VVWDT,490000,69.0,2.0,1.0,700.0,2013.0,1,0.0,1.0,2.5036,7.0,49.99,49.0,2014-09-17,Yes,CITY SKYLINE,2.0,2.0,1410912000.0
2702 1033 MARINASIDE CRESCENT,VVWYA,490000,14.0,1.0,1.0,582.0,2001.0,13,1.0,1.0,2.3441,8.4192,48.9,49.0,2014-10-16,Yes,MOUNTAIN & FALSE CREEK WATER,2.0,4.0,1413417600.0
801 1005 BEACH AVENUE,VVWWE,490000,54.0,1.0,1.0,721.0,2004.0,10,1.0,1.0,3.37,6.7961,49.88,49.0,2014-10-18,Yes,WATER AND GRANVILLE ISLAND,3.0,3.0,1413590400.0
702 1200 ALBERNI STREET,VVWWE,490000,150.0,2.0,2.0,888.0,1997.0,17,0.0,2.0,3.65,5.518,51.0,49.0,2014-08-30,,,0.0,3.0,1409356800.0
1805 928 RICHARDS STREET,VVWYA,490000,20.0,2.0,2.0,751.0,2000.0,14,1.0,1.0,3.44,6.5246,52.88,49.0,2014-10-19,Yes,STUNNING YALETOWN WATER VIEW,3.0,4.0,1413676800.0
201 1275 HAMILTON STREET,VVWYA,492645,9.0,1.0,1.0,707.0,2002.0,12,1.0,1.0,3.0929,6.9681,49.99,49.2645,2014-11-06,,,0.0,4.0,1415232000.0
706 555 JERVIS STREET,VVWCB,493000,5.0,1.0,1.0,667.0,1995.0,19,1.0,1.0,3.3392,7.3913,48.99,49.3,2014-10-25,Yes,WATER AND MOUNTAINS,2.0,1.0,1414195200.0
2404 610 GRANVILLE STREET,VVWDT,494200,40.0,1.0,1.0,788.0,2006.0,8,0.0,1.0,2.9791000000000003,6.271599999999999,49.8,49.42,2014-07-12,Yes,PEEK-A-BOO,1.0,2.0,1405123200.0
802 1351 CONTINENTAL STREET,VVWDT,494900,8.0,1.0,1.0,633.0,2014.0,0,0.0,1.0,2.4022,7.818300000000001,49.49,49.49,2014-07-04,Yes,CITY VIEW,2.0,2.0,1404432000.0
1002 1200 ALBERNI STREET,VVWWE,495000,93.0,2.0,2.0,888.0,1996.0,18,1.0,1.0,3.8468,5.574299999999999,52.5,49.5,2014-07-11,Yes,CITY / ROBSON,2.0,3.0,1405036800.0
1103 602 CITADEL PARADE,VVWDT,495000,109.0,2.0,2.0,910.0,2007.0,7,0.0,1.0,4.1232,5.4396,49.9,49.5,2014-11-02,Yes,CITY,2.0,2.0,1414886400.0
906 833 HOMER STREET,VVWDT,495000,49.0,1.0,1.0,690.0,2010.0,4,0.0,0.0,2.7642,7.1739,50.9,49.5,2014-11-11,,,0.0,2.0,1415664000.0
2008 788 HAMILTON STREET,VVWDT,495000,45.0,1.0,1.0,780.0,2009.0,5,0.0,1.0,2.77,6.3462,49.9,49.5,2014-11-17,Yes,CITY,2.0,2.0,1416182400.0
B205 1331 HOMER STREET,VVWYA,495000,34.0,2.0,1.0,798.0,1990.0,24,0.0,1.0,2.9905,6.202999999999999,49.9,49.5,2014-07-15,Yes,COURTYARD,1.0,4.0,1405382400.0
406 555 JERVIS STREET,VVWCB,495000,9.0,1.0,1.0,710.0,1996.0,18,1.0,2.0,3.5545999999999998,6.971799999999999,50.99,49.5,2014-07-13,Yes,NE COAL HARBOUR WATER & CITY,2.0,1.0,1405209600.0
303 1649 COMOX STREET,VVWWE,496000,55.0,2.0,2.0,948.0,1976.0,38,1.0,1.0,3.9133999999999998,5.2321,49.99,49.6,2014-07-10,Yes,VERDANT LEAFY VIEW,1.0,3.0,1404950400.0
1906 33 SMITHE STREET,VVWYA,496000,3.0,1.0,1.0,723.0,2008.0,6,0.0,1.0,3.0798,6.8603,48.9,49.6,2014-10-26,Yes,WATER & CITY,2.0,4.0,1414281600.0
504 1200 W GEORGIA STREET,VVWWE,500000,64.0,2.0,2.0,825.0,1998.0,16,1.0,1.0,4.4003,6.060599999999999,50.88,50.0,2014-08-19,Yes,CITY & TREES,2.0,3.0,1408406400.0
1005 555 JERVIS STREET,VVWCB,500000,62.0,1.0,1.0,667.0,1995.0,19,1.0,2.0,3.34,7.4963,52.9,50.0,2014-10-14,Yes,COAL HARBOUR,3.0,1.0,1413244800.0
902 939 EXPO BOULEVARD,VVWYA,501979,57.0,2.0,2.0,880.0,2005.0,9,0.0,1.0,4.402,5.7043,53.5,50.1979,2014-08-13,Yes,WATER AND CITY,2.0,4.0,1407888000.0
1008 1088 RICHARDS STREET,VVWYA,502000,38.0,1.0,1.0,709.0,2011.0,3,0.0,0.0,2.6658,7.0804,52.0,50.2,2014-10-03,,,0.0,4.0,1412294400.0
1009 1325 ROLSTON STREET,VVWDT,502900,57.0,2.0,2.0,828.0,2013.0,1,0.0,1.0,3.1060000000000003,6.0737,54.49,50.29,2014-07-25,,,0.0,2.0,1406246400.0
2205 833 HOMER STREET,VVWDT,503000,143.0,1.0,1.0,690.0,2010.0,4,0.0,0.0,2.8074,7.2899,51.9,50.3,2014-09-08,Yes,CITY/MOUNTAIN,2.0,2.0,1410134400.0
1403 PENDRELL STREET,VVWWE,505000,40.0,2.0,1.0,846.0,1994.0,20,1.0,1.0,2.309,5.9693,51.9,50.5,2014-08-23,,,0.0,3.0,1408752000.0
3107 777 RICHARDS STREET,VVWDT,505000,19.0,1.0,1.0,505.0,2015.0,0,1.0,1.0,2.5011,10.0,51.99,50.5,2014-09-20,,,0.0,2.0,1411171200.0
2206 33 SMITHE STREET,VVWYA,505000,9.0,1.0,1.0,723.0,2008.0,6,0.0,1.0,3.07,6.9848,52.5,50.5,2014-10-30,Yes,DIRECT FALSE CREEK VIEWS,1.0,4.0,1414627200.0
2305 1351 CONTINENTAL STREET,VVWDT,505000,17.0,1.0,1.0,606.0,2014.0,0,1.0,1.0,2.2468,8.333300000000001,51.88,50.5,2014-09-27,Yes,CITY,2.0,2.0,1411776000.0
2403 1188 W PENDER STREET,VVWCB,505750,41.0,1.0,1.0,608.0,2008.0,6,0.0,1.0,3.0444999999999998,8.3183,52.99,50.575,2014-07-29,Yes,NORTHSHORE AND WATER,3.0,1.0,1406592000.0
509 58 KEEFER PLACE,VVWDT,506000,84.0,2.0,2.0,822.0,2007.0,7,1.0,1.0,3.6381,6.1557,51.0,50.6,2014-11-22,Yes,"PARK, SCIENCE WORLD, CITYGATE",2.0,2.0,1416614400.0
1502 907 BEACH AVENUE,VVWYA,506000,4.0,2.0,2.0,800.0,1994.0,20,0.0,1.0,3.5378,6.325,50.0,50.6,2014-08-09,Yes,STUNNING ENGLISH BAY AND FALSE CREEK,1.0,4.0,1407542400.0
1103 1420 W GEORGIA STREET,VVWWE,507000,28.0,2.0,2.0,795.0,2003.0,11,0.0,1.0,3.5,6.3774,52.7,50.7,2014-12-02,Yes,PARTIAL WATER MOUNTAINS,2.0,3.0,1417478400.0
3106 1372 SEYMOUR STREET,VVWDT,508000,63.0,1.0,1.0,565.0,2013.0,1,0.0,1.0,2.0173,8.9912,51.99,50.8,2014-10-15,Yes,"STUNNING MOUNTAIN, WATER & CITY",2.0,2.0,1413331200.0
1807 1189 MELVILLE STREET,VVWCB,509000,3.0,1.0,1.0,718.0,2007.0,7,1.0,1.0,3.7258,7.089099999999999,49.9,50.9,2014-10-19,Yes,WATER/MOUNTAIN SIDE VIEW,2.0,1.0,1413676800.0
1605 888 HAMILTON STREET,VVWDT,509500,39.0,2.0,2.0,980.0,1993.0,21,1.0,1.0,3.3562,5.199,54.8,50.95,2014-12-19,,,0.0,2.0,1418947200.0
1905 867 HAMILTON STREET,VVWDT,510000,47.0,2.0,2.0,1008.0,1995.0,19,1.0,1.0,4.2125,5.0595,49.99,51.0,2014-09-07,Yes,CITY/MOUNTAIN,2.0,2.0,1410048000.0
2107 58 KEEFER PLACE,VVWDT,510000,119.0,2.0,2.0,811.0,2007.0,7,0.0,2.0,3.54,6.2885,53.8,51.0,2014-10-10,Yes,"CITY, MOUNTAINS, WATER",2.0,2.0,1412899200.0
1609 1082 SEYMOUR STREET,VVWDT,510000,11.0,2.0,2.0,800.0,2006.0,8,0.0,1.0,3.4447,6.375,51.5,51.0,2014-09-23,Yes,DOWNTOWN,1.0,2.0,1411430400.0
2004 1200 ALBERNI STREET,VVWWE,510500,53.0,2.0,2.0,742.0,1997.0,17,1.0,1.0,3.2187,6.8801,52.4,51.05,2014-10-07,Yes,CITY AND PARTIAL WATER VIEWS,2.0,3.0,1412640000.0
806 588 BROUGHTON STREET,VVWCB,512000,12.0,1.0,1.0,667.0,1995.0,19,1.0,1.0,3.34,7.6762,51.5,51.2,2014-10-14,Yes,"OUTSTANDING WATER, HARBOUR, MOUNTAIN, PARK & CITY LIGHTS",2.0,1.0,1413244800.0
1403 183 KEEFER PLACE,VVWDT,512500,20.0,2.0,2.0,968.0,1996.0,18,0.0,1.0,4.3037,5.2944,52.49,51.25,2014-09-17,Yes,"NORTH SHORE, SFU, MT. BAKER",1.0,2.0,1410912000.0
2205 108 W CORDOVA STREET,VVWDT,513000,40.0,1.0,1.0,742.0,2009.0,5,0.0,1.0,3.7787,6.9137,53.9,51.3,2014-10-13,Yes,"OCEAN,CITY,MOUNTAINS",2.0,2.0,1413158400.0
519 1372 SEYMOUR STREET,VVWDT,514000,10.0,1.0,1.0,807.0,2013.0,1,0.0,1.0,2.9095999999999997,6.369299999999999,52.59,51.4,2014-08-28,No,,-1.0,2.0,1409184000.0
1705 928 RICHARDS STREET,VVWYA,515000,38.0,2.0,2.0,752.0,2000.0,14,1.0,1.0,3.44,6.848400000000001,52.9,51.5,2014-11-14,Yes,CITY & WATER,2.0,4.0,1415923200.0
502 1238 MELVILLE STREET,VVWCB,515000,12.0,2.0,2.0,895.0,1996.0,18,0.0,1.0,3.658,5.7542,53.9,51.5,2014-10-19,Yes,"UNOBSTRUCTED OCEAN, MARINA AND MOUNTAIN VIEWS!",2.0,1.0,1413676800.0
1803 950 CAMBIE STREET,VVWYA,516000,13.0,2.0,2.0,1137.0,1994.0,20,0.0,1.0,4.7444999999999995,4.5383,56.8,51.6,2014-12-21,Yes,CITY,2.0,4.0,1419120000.0
2101 888 HAMILTON STREET,VVWDT,516500,33.0,2.0,2.0,964.0,1993.0,21,1.0,1.0,3.1439,5.3579,53.5,51.65,2014-07-06,Yes,FALSE CREEK & BC STADIUM,1.0,2.0,1404604800.0
2102 58 KEEFER PLACE,VVWDT,516500,20.0,2.0,2.0,848.0,2007.0,7,0.0,1.0,3.7817000000000003,6.090800000000001,53.5,51.65,2014-10-06,Yes,CITY & FALSE CREEK,2.0,2.0,1412553600.0
1009 688 ABBOTT STREET,VVWDT,519000,29.0,2.0,2.0,865.0,2007.0,7,1.0,1.0,3.8295999999999997,6.0,51.9,51.9,2014-11-12,Yes,"FALSE CREEK, SCIENCE WORLD",1.0,2.0,1415750400.0
1207 999 SEYMOUR STREET,VVWDT,519900,28.0,2.0,1.0,700.0,2014.0,0,0.0,0.0,2.5124,7.4271,51.99,51.99,2014-10-28,,,0.0,2.0,1414454400.0
304 869 BEATTY STREET,VVWDT,520000,36.0,1.0,1.0,958.0,1999.0,15,1.0,0.0,4.393,5.428,53.9,52.0,2014-10-28,,,0.0,2.0,1414454400.0
804 950 CAMBIE STREET,VVWYA,520000,145.0,2.0,2.0,1123.0,1994.0,20,0.0,1.0,4.6062,4.6305000000000005,53.99,52.0,2014-11-22,Yes,"CITY VIEW (YALETOWN), SOUTH FRASER",2.0,4.0,1416614400.0
2704 2055 PENDRELL STREET,VVWWE,520000,83.0,1.0,1.0,685.0,1965.0,49,1.0,0.0,4.3929,7.5912,53.9,52.0,2014-07-21,Yes,"ENGLISH BAY, STANLEY PARK, NORTH",1.0,3.0,1405900800.0
1602 1288 ALBERNI STREET,VVWWE,520000,28.0,2.0,2.0,875.0,1997.0,17,1.0,1.0,3.7505,5.9429,54.99,52.0,2014-11-24,Yes,CITY VIEW,2.0,3.0,1416787200.0
901 161 W GEORGIA STREET,VVWDT,520000,110.0,2.0,1.0,787.0,2012.0,2,0.0,1.0,3.7558999999999996,6.6074,53.5,52.0,2014-08-10,Yes,CITY/MOUNTAINS/WATER,2.0,2.0,1407628800.0
409 610 GRANVILLE STREET,VVWDT,520000,249.0,1.0,2.0,865.0,2006.0,8,0.0,1.0,3.2888,6.0116,54.0,52.0,2014-12-15,No,,-1.0,2.0,1418601600.0
1607 1088 RICHARDS STREET,VVWYA,520000,10.0,1.0,1.0,710.0,2011.0,3,0.0,1.0,2.5652,7.3239,52.99,52.0,2014-07-21,Yes,PARTIAL WATER & CITY VIEW,2.0,4.0,1405900800.0
1905 833 HOMER STREET,VVWDT,520000,86.0,1.0,1.0,694.0,2010.0,4,0.0,1.0,2.8074,7.4928,53.8,52.0,2014-12-13,Yes,CITY & MOUNTAIN,2.0,2.0,1418428800.0
908 888 HAMILTON STREET,VVWDT,520000,8.0,2.0,2.0,965.0,1994.0,20,1.0,1.0,3.1438,5.3886,53.8,52.0,2014-09-10,Yes,"CITY,MOUNTAINS & SOME WATER",2.0,2.0,1410307200.0
1609 63 KEEFER PLACE,VVWDT,521500,38.0,2.0,2.0,890.0,2000.0,14,1.0,2.0,4.42,5.8596,53.9,52.15,2014-08-28,Yes,"MOUNTAIN, CITY, FALSE CREEK",2.0,2.0,1409184000.0
1507 999 SEYMOUR STREET,VVWDT,522400,14.0,2.0,1.0,697.0,2014.0,0,0.0,0.0,2.5124,7.495,52.24,52.24,2014-12-16,,,0.0,2.0,1418688000.0
702 128 W CORDOVA STREET,VVWDT,522500,110.0,2.0,2.0,888.0,2009.0,5,0.0,1.0,4.7669,5.8839999999999995,53.9,52.25,2014-09-10,,,0.0,2.0,1410307200.0
617 1372 SEYMOUR STREET,VVWDT,522500,72.0,1.0,1.0,805.0,2013.0,1,0.0,1.0,2.9095999999999997,6.4907,56.39,52.25,2014-10-29,No,,-1.0,2.0,1414540800.0
1907 688 ABBOTT STREET,VVWDT,523000,22.0,2.0,2.0,873.0,2007.0,7,0.0,1.0,3.8775,5.9908,53.8,52.3,2014-08-16,Yes,"NORTH SHORE MOUNTAINS, HARBOUR",2.0,2.0,1408147200.0
1101 928 HOMER STREET,VVWYA,524000,29.0,2.0,2.0,716.0,2006.0,8,1.0,1.0,2.9764,7.3184000000000005,52.9,52.4,2014-09-03,,,0.0,4.0,1409702400.0
1607 999 SEYMOUR STREET,VVWDT,524900,20.0,2.0,1.0,697.0,2014.0,0,0.0,0.0,2.5124,7.5308,52.49,52.49,2014-12-22,,,0.0,2.0,1419206400.0
411 1106 PACIFIC STREET,VVWWE,525000,3.0,2.0,1.0,871.0,1984.0,30,1.0,0.0,3.2727999999999997,6.0276,52.5,52.5,2014-10-12,Yes,FROM MAIN DECK OF BURRARD BRIDGE,1.0,3.0,1413072000.0
1604 1111 ALBERNI STREET,VVWWE,525000,4.0,1.0,1.0,671.0,2008.0,6,0.0,1.0,3.8622,7.8241,55.99,52.5,2014-07-07,Yes,GREENBELT,1.0,3.0,1404691200.0
1406 1055 HOMER STREET,VVWYA,525000,6.0,2.0,1.0,770.0,2003.0,11,1.0,1.0,3.0010000000000003,6.818200000000001,53.9,52.5,2014-07-22,Yes,CITY,2.0,4.0,1405987200.0
1106 867 HAMILTON STREET,VVWDT,525000,21.0,2.0,2.0,1008.0,1995.0,19,1.0,1.0,4.308,5.2083,53.8,52.5,2014-10-06,,,0.0,2.0,1412553600.0
2203 602 CITADEL PARADE,VVWDT,525000,6.0,2.0,2.0,885.0,2007.0,7,0.0,1.0,4.0201,5.9322,53.5,52.5,2014-07-18,Yes,MOUNTAINS AND CITY,2.0,2.0,1405641600.0
2404 837 W HASTINGS STREET,VVWDT,526800,130.0,1.0,1.0,751.0,1998.0,16,1.0,1.0,2.9947000000000004,7.014600000000001,53.99,52.68,2014-08-09,Yes,CITY VIEW,2.0,2.0,1407542400.0
2406 833 SEYMOUR STREET,VVWDT,527500,35.0,1.0,1.0,733.0,2011.0,3,0.0,1.0,2.3474,7.1964999999999995,53.88,52.75,2014-12-22,Yes,OPEN CITY & WATER VIEWS,2.0,2.0,1419206400.0
1210 977 MAINLAND STREET,VVWYA,528000,13.0,2.0,2.0,720.0,2007.0,7,1.0,1.0,3.0787999999999998,7.3333,52.8,52.8,2014-07-01,Yes,CITY VIEW,2.0,4.0,1404172800.0
2003 58 KEEFER PLACE,VVWDT,529000,0.0,2.0,2.0,844.0,2007.0,7,0.0,1.0,3.9223000000000003,6.267799999999999,52.98,52.9,2014-12-02,Yes,"FALSE CREEK, CITY, WATER & MTN",2.0,2.0,1417478400.0
1807 999 SEYMOUR STREET,VVWDT,529900,73.0,2.0,1.0,700.0,2014.0,0,0.0,0.0,2.5124,7.57,52.99,52.99,2014-12-12,,,0.0,2.0,1418342400.0
2608 1495 RICHARDS STREET,VVWYA,530000,19.0,1.0,1.0,724.0,2004.0,10,0.0,1.0,3.3061000000000003,7.320399999999999,53.99,53.0,2014-11-29,Yes,WATER VIEW,3.0,4.0,1417219200.0
908 1008 CAMBIE STREET,VVWYA,530000,12.0,2.0,2.0,868.0,1997.0,17,0.0,1.0,4.2235000000000005,6.106,54.9,53.0,2014-09-20,Yes,PARK,1.0,4.0,1411171200.0
1901 930 CAMBIE STREET,VVWYA,530000,15.0,2.0,2.0,1068.0,1994.0,20,0.0,1.0,4.4335,4.9625,53.95,53.0,2014-09-24,Yes,FALSE CREEK & DOWNTOWN,1.0,4.0,1411516800.0
1303 183 KEEFER PLACE,VVWDT,530000,7.0,2.0,2.0,1002.0,1995.0,19,0.0,1.0,4.3037,5.2894000000000005,52.49,53.0,2014-09-15,Yes,"BREATHTAKING MOUNTAINS, WATER, CITY",2.0,2.0,1410739200.0
2003 838 W HASTINGS STREET,VVWDT,530500,64.0,1.0,1.0,657.0,2011.0,3,0.0,0.0,3.7118,8.0746,54.8,53.05,2014-09-18,Yes,MOUNTAIN & CITY,2.0,2.0,1410998400.0
2106 1408 STRATHMORE MEWS,VVWYA,531000,47.0,1.0,1.0,720.0,2003.0,11,0.0,1.0,2.9372000000000003,7.375,55.9,53.1,2014-07-20,Yes,"CITY, PARK (DAVID LAM)",2.0,4.0,1405814400.0
2206 1438 RICHARDS STREET,VVWYA,532000,28.0,1.0,1.0,757.0,2004.0,10,0.0,1.0,3.5307,7.027699999999999,54.8,53.2,2014-10-22,Yes,"WATER, PARK, MOUNTAIN AND CITY",2.0,4.0,1413936000.0
302 888 BUTE STREET,VVWWE,533000,21.0,2.0,2.0,874.0,1995.0,19,1.0,1.0,4.58,6.098400000000001,55.9,53.3,2014-10-20,Yes,WEST END STREETS,1.0,3.0,1413763200.0
310 1125 GILFORD STREET,VVWWE,535000,27.0,2.0,2.0,865.0,1985.0,29,1.0,1.0,3.775,6.185,55.0,53.5,2014-09-09,No,,-1.0,3.0,1410220800.0
406 933 HORNBY STREET,VVWDT,535000,7.0,2.0,2.0,750.0,2005.0,9,0.0,1.0,2.8758,7.1333,53.9,53.5,2014-12-01,No,TREES,-1.0,2.0,1417392000.0
2507 1199 MARINASIDE CRESCENT,VVWYA,536000,105.0,1.0,1.0,727.0,1999.0,15,0.0,1.0,3.4088,7.3728,54.8,53.6,2014-11-17,Yes,"DAVID LAM PARK, FALSE CREEK VIEWS",1.0,4.0,1416182400.0
1706 950 CAMBIE STREET,VVWYA,536000,70.0,2.0,2.0,1081.0,1993.0,21,0.0,0.0,4.5112,4.9584,54.99,53.6,2014-07-29,Yes,CITYY VIEW & PEEK-A-BOO WATER VIEW,2.0,4.0,1406592000.0
205 1238 SEYMOUR STREET,VVWDT,537000,3.0,1.0,1.0,1081.0,1996.0,18,0.0,1.0,4.3469999999999995,4.9676,53.9,53.7,2014-10-23,,,0.0,2.0,1414022400.0
606 1067 MARINASIDE CRESCENT,VVWYA,537225,32.0,1.0,1.0,761.0,2001.0,13,1.0,1.0,3.1268000000000002,7.059500000000001,55.999,53.7225,2014-11-23,Yes,-,1.0,4.0,1416700800.0
2107 999 SEYMOUR STREET,VVWDT,537400,35.0,2.0,1.0,700.0,2014.0,0,0.0,0.0,2.5124,7.6771,53.74,53.74,2014-11-04,,,0.0,2.0,1415059200.0
508 555 ABBOTT STREET,VVWDT,538000,34.0,2.0,2.0,1031.0,1995.0,19,0.0,2.0,4.61,5.2182,55.9,53.8,2014-08-17,,,0.0,2.0,1408233600.0
2006 688 ABBOTT STREET,VVWDT,538000,44.0,2.0,2.0,915.0,2007.0,7,0.0,1.0,4.1168000000000005,5.8798,54.8888,53.8,2014-08-06,Yes,CITY & WATER CORRIDOR,2.0,2.0,1407283200.0
1306 1288 ALBERNI STREET,VVWWE,538000,48.0,2.0,2.0,880.0,1997.0,17,1.0,1.0,3.7505,6.1136,54.5,53.8,2014-10-26,Yes,NORTH - WEST SOME WATER AND MOUNTAIN,2.0,3.0,1414281600.0
2302 930 CAMBIE STREET,VVWYA,540000,41.0,2.0,2.0,1041.0,1994.0,20,0.0,1.0,4.2519,5.1873000000000005,54.8,54.0,2014-09-01,Yes,"BC PLACE, FALSE CREEK, CITY",2.0,4.0,1409529600.0
1203 535 SMITHE STREET,VVWDT,540000,20.0,2.0,2.0,721.0,2010.0,4,1.0,1.0,2.9198000000000004,7.4896,56.99,54.0,2014-10-19,Yes,"CITY, NORTHSHORE, MOUNTAINS",2.0,2.0,1413676800.0
504 950 CAMBIE STREET,VVWYA,540000,150.0,2.0,2.0,1123.0,1994.0,20,0.0,1.0,4.6063,4.8085,57.0,54.0,2014-11-20,Yes,CITY VIEWS,2.0,4.0,1416441600.0
602 933 HORNBY STREET,VVWDT,540000,3.0,2.0,2.0,844.0,2005.0,9,0.0,0.0,3.2456,6.3980999999999995,56.9,54.0,2014-09-06,,,0.0,2.0,1409961600.0
1801 1255 SEYMOUR STREET,VVWDT,541000,27.0,2.0,2.0,800.0,2008.0,6,1.0,1.0,3.157,6.7625,54.88,54.1,2014-07-27,Yes,"PARK, MOUNTAINS, CITY & FALSE CREEK",2.0,2.0,1406419200.0
2007 1008 CAMBIE STREET,VVWYA,541000,63.0,2.0,2.0,900.0,1997.0,17,0.0,0.0,4.23,6.0111,55.9,54.1,2014-08-11,Yes,FALSE CREEK AND CITY VIEW,2.0,4.0,1407715200.0
401 1133 HOMER STREET,VVWYA,541000,5.0,2.0,2.0,795.0,2008.0,6,0.0,1.0,3.0087,6.805,53.79,54.1,2014-08-20,No,,-1.0,4.0,1408492800.0
807 233 ROBSON STREET,VVWDT,541000,6.0,2.0,2.0,982.0,2009.0,5,0.0,1.0,3.46,5.5092,53.8,54.1,2014-07-27,,,0.0,2.0,1406419200.0
3208 111 W GEORGIA STREET,VVWDT,544200,81.0,2.0,2.0,885.0,2007.0,7,0.0,1.0,4.025,6.1491999999999996,55.9,54.42,2014-10-21,Yes,"CITY, MOUNTAINS & BURRARD INLET",2.0,2.0,1413849600.0
310 128 W CORDOVA STREET,VVWDT,544750,49.0,2.0,2.0,1158.0,2009.0,5,0.0,3.0,6.056699999999999,4.7042,54.9,54.475,2014-09-04,Yes,URBAN CITY VIEW,2.0,2.0,1409788800.0
2104 950 CAMBIE STREET,VVWYA,545000,7.0,2.0,2.0,1105.0,1993.0,21,0.0,1.0,4.61,4.9321,55.0,54.5,2014-09-08,Yes,CITY & WATER,2.0,4.0,1410134400.0
2806 1408 STRATHMORE MEWS MEWS,VVWYA,545000,13.0,1.0,1.0,720.0,2003.0,11,1.0,1.0,2.9373,7.569400000000001,55.9,54.5,2014-08-28,Yes,"CITY MOUNTAINS, OCEAN",2.0,4.0,1409184000.0
806 930 CAMBIE STREET,VVWYA,545000,31.0,2.0,2.0,1094.0,1994.0,20,0.0,1.0,4.3707,4.9817,56.8,54.5,2014-07-26,,,0.0,4.0,1406332800.0
508 33 SMITHE STREET,VVWYA,545000,20.0,2.0,2.0,1001.0,2008.0,6,0.0,0.0,4.2,5.4446,62.8,54.5,2014-08-02,,,0.0,4.0,1406937600.0
805 1288 ALBERNI STREET,VVWWE,545000,5.0,2.0,2.0,905.0,1998.0,16,1.0,2.0,3.85,6.0221,54.9,54.5,2014-10-20,Yes,CORRIDOR VIEW OF COAL HARBOUR,3.0,3.0,1413763200.0
2202 183 KEEFER PLACE,VVWDT,547500,127.0,2.0,2.0,966.0,1995.0,19,0.0,1.0,4.2941,5.6677,58.9,54.75,2014-10-21,Yes,"MOUNTAIN, WATER, CITY",2.0,2.0,1413849600.0
2510 131 REGIMENT SQUARE,VVWDT,548000,19.0,2.0,2.0,940.0,2007.0,7,0.0,1.0,4.39,5.8298000000000005,56.8,54.8,2014-11-29,Yes,"MOUNTAIN, WATER & CITY",2.0,2.0,1417219200.0
2901 1495 RICHARDS STREET,VVWYA,549000,85.0,1.0,1.0,741.0,2004.0,10,1.0,1.0,3.3547000000000002,7.4089,55.99,54.9,2014-10-22,,,0.0,4.0,1413936000.0
2502 1239 W GEORGIA STREET,VVWCB,550000,19.0,2.0,2.0,795.0,1999.0,15,1.0,1.0,3.6342000000000003,6.918200000000001,57.0,55.0,2014-11-13,Yes,CITY,2.0,1.0,1415836800.0
805 1050 SMITHE STREET,VVWWE,550000,6.0,2.0,2.0,861.0,2005.0,9,0.0,1.0,4.1,6.387899999999999,54.788,55.0,2014-12-03,Yes,CITY,2.0,3.0,1417564800.0
301 212 DAVIE STREET,VVWYA,550000,28.0,2.0,2.0,1152.0,1994.0,20,1.0,1.0,4.2785,4.7743,56.9,55.0,2014-09-12,No,,-1.0,4.0,1410480000.0
1208 1238 RICHARDS STREET,VVWYA,550000,11.0,1.0,1.0,823.0,1997.0,17,0.0,1.0,3.3775,6.6829,56.9,55.0,2014-10-10,Yes,"WATER, CITY",2.0,4.0,1412899200.0
2806 1438 RICHARDS STREET,VVWYA,550000,4.0,1.0,1.0,757.0,2004.0,10,0.0,0.0,3.5307,7.265499999999999,55.9,55.0,2014-10-28,Yes,"WATER, MOUNTAIN & CITY VIEWS",2.0,4.0,1414454400.0
1108 888 PACIFIC STREET,VVWYA,550500,129.0,2.0,2.0,882.0,1994.0,20,0.0,0.0,4.0393,6.241499999999999,58.0,55.05,2014-09-25,Yes,"WATER, CITY",2.0,4.0,1411603200.0
2101 1033 MARINASIDE CRESCENT,VVWYA,550888,4.0,1.0,1.0,764.0,2002.0,12,0.0,1.0,3.11,7.2105999999999995,55.0,55.0888,2014-09-23,Yes,"WATER, MOUNTAINS & CITY",2.0,4.0,1411430400.0
2508 1438 RICHARDS STREET,VVWYA,551000,11.0,1.0,1.0,727.0,2004.0,10,0.0,1.0,3.3,7.5790999999999995,55.8888,55.1,2014-09-27,Yes,"GORGEOUS WATER, PARK AND CITY",2.0,4.0,1411776000.0
407 1147 NELSON STREET,VVWWE,551000,7.0,2.0,2.0,926.0,1987.0,27,1.0,2.0,3.3143000000000002,5.9502999999999995,53.8,55.1,2014-07-15,Yes,TREED PARK - COMMUNITY GARDENS,1.0,3.0,1405382400.0
